ArticleTitle,Question,Answer
Cello,What does violincello mean?,"Violincello means ""little violene""."
Cello,What are the two materials that bows are made of traditionally? ,"Traditionally, bows are made from pernambuco or brazilwood."
Cello,What is used to tune a cello?,Pegs are used to tune a cello.
Cello,What is used to tune a cello?,the pegs
Cello,Which harmonics can produce any notes above middle C? ,Artificial harmonics can produce any notes above middle C.
Cello,Which harmonics can produce any notes above middle C? ,Artificial harmonics
Cello,"Who referred to the cello as ôbasso de viola da braccio""?","Monteverdi referred to the cello as ""basso de viola da braccio""."
Cello,"Who referred to the cello as ôbasso de viola da braccio""?",Monteverdi
Cello,Where is the violincello held?,The violincello is held on the shoulder.
Cello,Where is the violincello held?,on the shoulder
Cello,Is there cello in performances by Rihanna?,yes
Cello,Is there cello in performances by Rihanna?,Yes
Cello,Are cellos constructed with glue?,yes
Cello,Are cellos constructed with glue?,yes
Cello,Is the cello a stringed instrument?,yes
Cello,Is the cello a stringed instrument?,yes
Cello,What is cello an abbreviation of?,violoncello
Cello,What is cello an abbreviation of?,violoncello
Cello,What position is used to play the cello?,a gamba
Cello,What position is used to play the cello?,seated
Cello,What is a person who plays the cello called?,cellist
Cello,What is a person who plays the cello called?,cellist
Cello,Why is there purling on a cello?,to stop cracks from forming ****misspelled****
Cello,When did the first educational works appear for the cello?,the 18th century
Cello,When did the first educational works appear for the cello?,18th century
Cello,What cello manufacturer should I buy from if I want to play outside?,Luis & Clark
Cello,What cello manufacturer should I buy from if I want to play outside?,Luis & Clark
Cello,NULL,NULL
Cello,NULL,NULL
Cello,NULL,NULL
Cello,NULL,NULL
Cello,NULL,NULL
Cello,NULL,NULL
Cello,NULL,NULL
Cello,NULL,NULL
Cello,NULL,NULL
Charles-Augustin_de_Coulomb,Was Charles-Augustin de Coulomb a member of the National Institute?,Yes
Charles-Augustin_de_Coulomb,Was Charles-Augustin de Coulomb a member of the National Institute?,Yes
Charles-Augustin_de_Coulomb,Did Charles-Augustin de Coulomb find any relationship between electric charges and magnetic poles? ,No
Charles-Augustin_de_Coulomb,Did Charles-Augustin de Coulomb find any relationship between electric charges and magnetic poles? ,No
Charles-Augustin_de_Coulomb,Was Charles-Augustin de Coulomb's father's family in Montpellier? ,Yes
Charles-Augustin_de_Coulomb,Was Charles-Augustin de Coulomb's father's family in Montpellier? ,Yes
Charles-Augustin_de_Coulomb,Where did Charles-Augustin de Coulomb die?,Charles-Augustin de Coulomb died in Paris.
Charles-Augustin_de_Coulomb,Where did Charles-Augustin de Coulomb die?,"Paris, France"
Charles-Augustin_de_Coulomb,When was Charles-Augustin de Coulomb permanently stationed in Paris?,Charles-Augustin de Coulomb was permanently stationed in Paris in 1781.
Charles-Augustin_de_Coulomb,When was Charles-Augustin de Coulomb permanently stationed in Paris?,Yes
Charles-Augustin_de_Coulomb,What contribution did Charles-Augustin de Coulomb make to the field of geotechnical engineering?,Retaining wall design
Charles-Augustin_de_Coulomb,Where did the construction of Fort Bourbon take place?,The construction of Fort Bourbon took place in Martinique.
Charles-Augustin_de_Coulomb,Where did the construction of Fort Bourbon take place?,Martinique 
Charles-Augustin_de_Coulomb,What is the definition of the electrostatic force of attraction and repulsion? ,Coulomb's law is the definition of the electrostatic force of attraction and repulsion.
Charles-Augustin_de_Coulomb,What is the definition of the electrostatic force of attraction and repulsion? ,Coulomb's Law
Charles-Augustin_de_Coulomb,When did Charles-Augustin de Coulomb retire to a small estate he possessed at Blois?,Charles-Augustin de Coulomb retired to a small estate he possessed at Blois on the outbreak of the revolution in 1789.
Charles-Augustin_de_Coulomb,When did Charles-Augustin de Coulomb retire to a small estate he possessed at Blois?,1789
Charles-Augustin_de_Coulomb,"If Charles-Augustin de Coulomb was alive today, how old would he have been?",273
Charles-Augustin_de_Coulomb,For how many years did Charles-Augustin de Coulomb live?,70
Charles-Augustin_de_Coulomb,Did Charles-Augustin de Coulomb live to be 80 years old?,no
Charles-Augustin_de_Coulomb,How old was Charles-Augustin de Coulomb when he died?,1806
Charles-Augustin_de_Coulomb,How many years ago did he resign his appointment as intendant de eaux et fontaine ?,220
Charles-Augustin_de_Coulomb,How many years ago did Charles-Augustin de Coulomb die?,203
Charles-Augustin_de_Coulomb,"Was The SI  unit  of charge , the  coulomb , named after him?",yes
Charles-Augustin_de_Coulomb,"Was coulomb born in Angoul?¬me,  France ,  to a well  to do  family?",yes
Charles-Augustin_de_Coulomb,"Was his father ,  Henri  Coulomb , inspector of the Royal  Fields  in Montpellier?",Yes
Charles-Augustin_de_Coulomb,Is coulomb distinguished in the history  of mechanics  and  of electricity and  magnetism?,yes
Charles-Augustin_de_Coulomb,"Was Charles Augustin  de Coulomb  ( born  June  14 ,  1736 ,  Angoul?¬me ,  France  -  died August 23 ,  1806 ,  Paris ,  France  ) a French  physicist?",yes
Charles-Augustin_de_Coulomb,Does Coulomb leave a legacy?,yes
Charles-Augustin_de_Coulomb,When was Charles-Augustin de Coulomb born?,"June 14, 1736"
Charles-Augustin_de_Coulomb,Did he publish an important investigation of the laws of friction?,yes
Charles-Augustin_de_Coulomb,"Was Coulomb born in Angoul?¬me, France, to a well to do family?",yes
Charles-Augustin_de_Coulomb,Was his father inspector of the Royal Fields?,yes
Charles-Augustin_de_Coulomb,He discovered an inverse relationship of what?,distance and electric force
Charles-Augustin_de_Coulomb,Is it true that coulomb leaves a legacy as a hero?,yes
Charles-Augustin_de_Coulomb,Where is Charles-Augustin de Coulomb from?,France
Charles-Augustin_de_Coulomb,Was Charles-Augustin de Coulomb a Spanish Biologist?,No.
Charles-Augustin_de_Coulomb,Was Charles-Augustin de Coulomb a Spanish Biologist?,"No, he was a French physicist."
Charles-Augustin_de_Coulomb,Was the SI unit of charge named after Charles-Augustin de Coulomb?,Yes.
Charles-Augustin_de_Coulomb,Was the SI unit of charge named after Charles-Augustin de Coulomb?,"Yes, the SI unit of charge, the coulomb, was named after him."
Charles-Augustin_de_Coulomb,Was Charles-Augustin de Coulomb ever employed at La Rochelle?,Yes.
Charles-Augustin_de_Coulomb,Was Charles-Augustin de Coulomb ever employed at La Rochelle?,"Yes, upon his return to France, with the rank of Captain, he was employed at La Rochelle."
Charles-Augustin_de_Coulomb,What is Charles-Augustin de Coulomb best known for?,He is best known for developing Coulomb's law.
Charles-Augustin_de_Coulomb,What is Charles-Augustin de Coulomb best known for?,He is best known for developing Coulomb's law.
Charles-Augustin_de_Coulomb,Whose ideas inspired Charles-Augustin de Coulomb's experiments on the resistance of masonries?,Pieter van Musschenbroek.
Charles-Augustin_de_Coulomb,Whose ideas inspired Charles-Augustin de Coulomb's experiments on the resistance of masonries?,He carried out several experiments on the resistance of masonries which were inspired by the ideas of Pieter van Musschenbroek on friction.
Charles-Augustin_de_Coulomb,When did Charles-Augustin de Coulomb join his father's family in Montpeillier?,From 1757 to 1759 he joined his father's family in Montpellier.
Charles-Augustin_de_Coulomb,Did Charles-Augustin de Coulomb come from a poor family?,No.
Charles-Augustin_de_Coulomb,Did Charles-Augustin de Coulomb come from a poor family?,"No, his mother came from a wealthy family in the wool trade."
Charles-Augustin_de_Coulomb,What is Coulomb's law?,The definition of the electrostatic force of attraction and repulsion.
Charles-Augustin_de_Coulomb,What is Coulomb's law?,The definition of the electrostatic force of attraction and repulsion.
Charles-Augustin_de_Coulomb,Where is Collège des Quatre-Nations located?,In Montpellier.
Charles-Augustin_de_Coulomb,Where is Collège des Quatre-Nations located?,In Paris.
Charles-Augustin_de_Coulomb,What happened in 1785?,Coulomb presented his three reports on Electricity and Magnetism
Charles-Augustin_de_Coulomb,What happened in 1757 to 1759?,Charles-Augustin de Coulomb joined his father's family in Montpellier and took part in the work of the academy of the city.
Charles-Augustin_de_Coulomb,"Regarding this topic, what did the Revolution do?",The Revolution caused Coulomb to resign his appointment as intendent des eaux et fontains and retire.
Charles-Augustin_de_Coulomb,Who determined to pursue mathematics?,Charles-Augustin de Coulomb
Charles-Augustin_de_Coulomb,When did Coulomb return to Paris?,In 1759.
Charles-Augustin_de_Coulomb,Does Coulomb leave a legacy as a pioneer in the field of geotechnical engineering for his contribution to retaining wall design?,yes
Charles-Augustin_de_Coulomb,Did the family move to Paris as well as there Coulomb studied at the prestigious Collge des Quatre-Nations?,Yes
Charles-Augustin_de_Coulomb,Was Coulomb born in Angoulme France to a well-to-do family?,"Coulomb was born in AngoulÃªme, France, to a well-to-do family"
Charles-Augustin_de_Coulomb,"Is he best known for developing Coulomb's law, the definition of the electrostatic force of attraction and repulsion?",Yes
Charles-Augustin_de_Coulomb,"The SI unit of charge, the coulomb, was named after him?",Yes
Charles-Augustin_de_Coulomb,"Did Coulomb die in AngoulÃªme, France, to a well-to-do family?",No
Chinese_language,What was Chinese language`s profession?,NULL
Chinese_language,What is Chinese language`s first name?,NULL
Chinese_language,What is Chinese language`s last name?,NULL
Chinese_language,How many offspring did Chinese language have?,NULL
Chinese_language,The Mandarin dialects in which location have experienced a dramatic decrease in sounds and so have far more multisyllabic words than most other spoken varieties?,NULL
Chinese_language,Was Old Chinese wholly uninflected?,no
Chinese_language,"In North Korea, has Hanja been discontinued?",NULL
Chinese_language,The most  widespread is the Palladius  system?,NULL
Chinese_language,Is the Vietnamese  term  for Chinese writing H?ín t?,NULL
Chinese_language,Did the Empire have little success?,NULL
Chinese_language,When are most of these groups mutually unintelligible?,NULL
Chinese_language,What is the population of Chinese language?,NULL
Chinese_language,Is the most widespread the Palladius system?,NULL
Chinese_language,Are most of these groups mutually unintelligible?,NULL
Chinese_language,In what country is Chinese language located?,NULL
Chinese_language,Are The modern Chinese dialects more like a family?,yes
Chinese_language,Is it true that one-fifth of world population speak some form of Chinese?,yes
Chinese_language,One-fifth of world population speak some form of what?,Chinese
Chinese_language,Is mandarin spoken Chinese distinguished by its high level?,"no, it's distinguished by diversity"
Chinese_language,Is standard Mandarin language of People Republic?,NULL
Chinese_language,Are there many systems of romanization for the chinese languages due to the Chinese`s own lack of phonetic transcription until modern times ?,NULL
Chinese_language,May the idea of Chinese as a language family suggest that the chinese identity is much more fragmentary and disunified than Chinese language actually is and as such is often looked upon as culturally and politically provocative ?,NULL
Chinese_language,"Are most chinese words formed out of native chinese morphemes , including words describing imported objects and ideas ?",NULL
Chinese_language,"May a native of Guangzhou speak Standard Cantonese and putonghua , a resident of Taiwan , both taiwanese and putonghua/guoyu ?",NULL
Chinese_language,"Refer most chinese and chinese linguists to chinese as a single language and Chinese language`s subdivisions dialects , while others call chinese a language family ?",NULL
Chinese_language,"Are there between 7 and 13 main regional groups of Chinese , of which the most spoken , by far , is about 850 million , followed by 90 million , 70 million and 70 million ?",NULL
Chinese_language,Are all spoken varieties of Chinese tonal and analytical?,yes
Chinese_language,Are all spoken varieties of Chinese tonal and analytical?,yes
Chinese_language,Is fifty percent or more of Korean vocabulary of Chinese origin?,Yes
Chinese_language,Is fifty percent or more of Korean vocabulary of Chinese origin?,yes
Chinese_language,"Does ""ketchup"" come from the Minnan pronunciation of &#39853;&#27713; (koe-tsiap)?",Yes
Chinese_language,"Does ""ketchup"" come from the Minnan pronunciation of &#39853;&#27713; (koe-tsiap)?",yes
Chinese_language,What is the most common romanization standard for Standard Mandarin today?,Hanyu Pinyin
Chinese_language,What is the most common romanization standard for Standard Mandarin today?,Hanyu Pinyin
Chinese_language,"What is the official standard language used by the People's Republic of China, the Republic of China, and Singapore (where it is called ""Huayu"")?","Putonghua / Guoyu, often called ""Mandarin"""
Chinese_language,"What is the official standard language used by the People's Republic of China, the Republic of China, and Singapore (where it is called ""Huayu"")?",Standard Mandarin
Chinese_language,How many head entries for character definitions does the Zhonghua Zihai &#20013;&#21326;&#23383;&#28023; (1994) contain?,"85,568 head entries"
Chinese_language,How many head entries for character definitions does the Zhonghua Zihai &#20013;&#21326;&#23383;&#28023; (1994) contain?,"54,678"
Chinese_language,What does the PRC government classify as literacy amongst workers?,"knowledge of 2,000 characters"
Chinese_language,What does the PRC government classify as literacy amongst workers?,a knowledge of 2000 characters
Chinese_language,How is South China linguistically different from North China?,South China displays more linguistic diversity
Chinese_language,&#20415;&#24403;/&#20415;&#30070; “lunchbox or boxed lunch” (from bento) and &#26009;&#29702; “prepared cuisine” are loan words from which language?,Japanese
Chinese_language,&#20415;&#24403;/&#20415;&#30070; “lunchbox or boxed lunch” (from bento) and &#26009;&#29702; “prepared cuisine” are loan words from which language?,Chinese
Chinese_language,What is the standardized form of spoken chinese?,The standardized form of spoken Chinese is Standard Mandarin.
Chinese_language,What is the standardized form of spoken chinese?,The standardized from of spoken Chinese is Standard Mandarin.
Chinese_language,Is diglossia a common feature in mainland China and Taiwan?,"Yes, diglossia is a common feature in mainland China and Taiwan."
Chinese_language,Is diglossia a common feature in mainland China and Taiwan?,"Yes, diglossia is a common feature in mainland China and Taiwan."
Chinese_language,Do linguists often view Chinese as a language family?,"Yes, linguists often view Chinese as a language family."
Chinese_language,Do linguists often view Chinese as a language family?,"Yes, linguists often view Chinese as a language family."
Chinese_language,When did classical Chinese literature begin?,Classical Chinese literature began in the Spring and Autumn period.
Chinese_language,When did classical Chinese literature begin?,Classical Chinese literature began in the 14th to 11th centuires BCE.
Chinese_language,How does the government of the People's Republic of China often refer to all divisions of the Sinitic language(s) besides Standard Mandarin?,The government of the People's Republic of China refers to all divisions of the Sinitic language(s) besides Standard Mandarin as fangyan.
Chinese_language,How does the government of the People's Republic of China often refer to all divisions of the Sinitic language(s) besides Standard Mandarin?,"The PRC commonly refers to all divisons of the Sinitic language(s) beside Standard Mandarin as fangyan, or ""regional tongues."""
Chinese_language,When was Middle Chinese used?,"Middle Chinese was used during Southern and Northern Dynasties and the Sua, Tang, and Sang dynasties."
Chinese_language,When was Middle Chinese used?,Middle Chinese was the language used in the 6th through 1-th centuries CE.
Chinese_language,How is the pronunciation of foreign words determined?,The pronunciation of foreign words is done by employing Chinese characters with similar pronuncations.
Chinese_language,How is the pronunciation of foreign words determined?,Foreign words are transliterated into close-match existing Chinese morphemes.
Chinese_language,What is the total number of Chinese words?,"The Hanyu Da Zidian includes 54,678 head entries for characters."
Chinese_language,What language was used in the Zhou and Southern Dynasties?,Old Chinese was the language common during the early and middle Zhou Dynasty.
Copenhagen,Copenhagen is the capital of what country?,Denmark
Copenhagen,Copenhagen is the capital of what country?,Denmark
Copenhagen,What is the population of Copenhagen?,"11,61,063"
Copenhagen,What is the population of Copenhagen?,"11,53,615"
Copenhagen,What transnational bridge was completed in 2000?,Oresund Bridge
Copenhagen,What transnational bridge was completed in 2000?,Oresund Bridge
Copenhagen,Why is Copenhagen a regional hub?,Its strategic location and excellent infrastructure
Copenhagen,Why is Copenhagen a regional hub?,Its strategic location and excellent infrastructure with the largest airport in Scandinavia[6] located 14 minutes by train from the city centre
Copenhagen,What happened to Copenhagen between 1251 and 1255?,a bunch of things
Copenhagen,Is Copenhagen completely surrounded with water? ,No
Copenhagen,Copenhagen is ranked number one worldwide for which things?,"Most Livable City in the World, "
Copenhagen,Copenhagen is ranked number one worldwide for which things?,"Most Livable City, Location Ranking Survey"
Copenhagen,Why did German troops occupy Copenhagen?,Because it was WW2
Cougar,Is a cougar also known as a mountain lion?,A cougar is also known as a mountain lion.
Cougar,Is a cougar also known as a mountain lion?,yes
Cougar,Are cougars larger than jaguars?,Cougars are not larger than jaguars.
Cougar,Are cougars larger than jaguars?,no
Cougar,"Does the World Conservation Union consider the cougar a ""least concern"" species?","The World Conservation Union (IUCN) currently lists the cougar as a ""least concern"" species."
Cougar,"Does the World Conservation Union consider the cougar a ""least concern"" species?",yes
Cougar,What are some of the cougar's primary food sources?,"The cougar's primary food sources include ungulates such as deer, elk, and bighorn sheep, as well as domestic cattle, horses and sheep, particularly in the northern part of its range."
Cougar,What are some of the cougar's primary food sources?,"ungulates such as deer, elk, and bighorn sheep, as well as domestic cattle, horses, and sheep"
Cougar,How long are cougar adult males (from nose to tail)?,The length of adult males is around 2.4 meters (8 ft) long nose to tail.
Cougar,How long are cougar adult males (from nose to tail)?,2.4 meters
Cougar,How long is an adult cougar's paw print?,An adult cougar's paw print is approximately 10 cm (4 inches) long.
Cougar,How long is an adult cougar's paw print?,4 inches
Cougar,What are the three heaviest cats in the world?,"The three heaviest cats in the world are the tiger, lion and jaguar."
Cougar,What are the three heaviest cats in the world?,"tiger, lion, and jaguar"
Cougar,"On average, are cougar males heavier than females?","On average, cougar males are heavier than females."
Cougar,"On average, are cougar males heavier than females?",yes
Cougar,What are the three cat species that are native to Canada?,"The three cat species that are native to Canada are the cougar, the bobcat and the Canadian lynx."
Cougar,What are the three cat species that are native to Canada?,"cougar, bobcat, Canadian lynx"
Cymbal,Have cymbals been used historically to suggest bacchanal?,Yes
Cymbal,Have cymbals been used historically to suggest bacchanal?,Yes
Cymbal,Can the origins of cymbals be traced to prehistoric times?,Yes
Cymbal,Can the origins of cymbals be traced to prehistoric times?,Yes
Cymbal,Are cymbals used in moden orchestras?,Yes
Cymbal,Are cymbals used in moden orchestras?,Yes
Cymbal,What are the most common Cymbals?," The most common Cymbals are the Hi-Hats, Crash, Splash, Ride, and China."
Cymbal,What are the most common Cymbals?,"Hi-Hats, Crash, Splash, Ride, and China"
Cymbal,What is the second main orchestral use of cymbals?,The suspended cymbal is the second main orchestral use of symbals.
Cymbal,What is the second main orchestral use of cymbals?,The suspended cymbal
Cymbal,What have clash cymbals traditionally been accompanied by?,Clash cymbals have traditionally been accompanied by the bass drum playing an identical part.
Cymbal,What have clash cymbals traditionally been accompanied by?,The bass drum playing an identical part
Cymbal,What happens when the center of a Cymbal is hit?,It causes a sound which is in a higher register than the rest of the symbal.
Cymbal,What happens when the center of a Cymbal is hit?,It causes a sound which is in a higher register than the rest of the cymbal
Cymbal,What is an effective way to accentuate a note?,Playing a bass drum playing an identical part is an effective way to accentuate a note.
Cymbal,What is an effective way to accentuate a note?,"The combination of a clash cymbol being accompanied by a bass drum playing an identical part, played loudly"
Cymbal,From what type of Cymbals can a expert player obtain an enormous dynamic range?,An expert player can obtain an enormous dynamic range from crash cymbals.
Cymbal,From what type of Cymbals can a expert player obtain an enormous dynamic range?,Crash cymbals
Cymbal,Can the origins of cymbals be traced back to prehistoric times?,yes
Cymbal,Can the origins of cymbals be traced back to prehistoric times?,Yes
Cymbal,Did the modern hi-hat evolve from clash cymbals?,yes
Cymbal,Did the modern hi-hat evolve from clash cymbals?,Yes
Cymbal,Is the word cymbal derived from a Germanic word?,No
Cymbal,Is the word cymbal derived from a Germanic word?,No
Cymbal,What is the center of a cymbal called?,Bell
Cymbal,What is the center of a cymbal called?,bell
Cymbal,"What part of the cymbal gets the best ""crash""?",Edge or rim
Cymbal,"What part of the cymbal gets the best ""crash""?",edge or rim
Cymbal,What is the second main orchestral use of cymbals?,the suspended cymbal
Cymbal,What is the second main orchestral use of cymbals?,the suspended cymbal
Cymbal,What two instruments form the modern drum kit?,the cymbals and the drum
Cymbal,What Greek mythical creatures were depicted holding cymbals?,fauns and satyrs
Cymbal,What Greek mythical creatures were depicted holding cymbals?,fauns and satyrs
Cymbal,What are orchestral crash cymbals technically called?,a pair of clash cymbals
Cymbal,What are orchestral crash cymbals technically called?,clash cymbals
Cymbal,Is one of the parts of a cymbal called a disc?,no
Cymbal,Is one of the parts of a cymbal called a disc?,NULL
Cymbal,Are ride cymbals very common?,yes
Cymbal,Are ride cymbals very common?,NULL
Cymbal,Does Fender make cymbals?,no
Cymbal,Does Fender make cymbals?,NULL
Cymbal,What part of the cymbal is the bell?,The center of a Cymbal
Cymbal,What part of the cymbal is the bell?,NULL
Cymbal,What's the timber of ancient cimbals like? disfluent,like that of small hand-bells or of the notes of the keyed harmonica
Cymbal,What's the timber of ancient cimbals like? disfluent,NULL
Cymbal,What does it sound like to play cymbals with a cello bow?,squealing car brakes
Cymbal,What does it sound like to play cymbals with a cello bow?,NULL
Cymbal,What are cymbals made of?,brass
Cymbal,What are cymbals made of?,NULL
Cymbal,How many cymbals typically go in a drum kit?,at least 3
Cymbal,How many cymbals typically go in a drum kit?,NULL
Cymbal,What kinds of musical groups use cymbals?,"Cymbals are used in modern orchestras and many military, marching, concert and other bands"
Cymbal,What kinds of musical groups use cymbals?,NULL
Dhaka,Is Dhaka the capital of Bangladesh?,Yes
Dhaka,Is Dhaka located on the eastern banks of the Buriganga River?,Yes
Dhaka,Is University of Dhaka the largest public university in Dhaka?,Yes
Dhaka,How much area does Dhaka cover?,1462.60 square kilometers
Dhaka,How many people did the 1970 Bhola cyclone kill?,"5,00,000"
Dhaka,When is the end of the independence war of Bangladesh?,"December 16, 1971"
Dhaka,Did the Mughals arrive in Dhaka?,Yes
Dhaka,Is University of Dhaka older than the Dhaka College?,No
Dragonfly,NULL,NULL
Dragonfly,NULL,NULL
Dragonfly,NULL,NULL
Dragonfly,NULL,NULL
Dragonfly,NULL,NULL
Dragonfly,NULL,NULL
Dragonfly,NULL,NULL
Dragonfly,NULL,NULL
Dragonfly,NULL,NULL
Dragonfly,Are dragonflies capable of walking?,NULL
Dragonfly,Are dragonflies capable of walking?,NULL
Dragonfly,Do dragonfly nymphs ever hunt on land?,NULL
Dragonfly,Do dragonfly nymphs ever hunt on land?,NULL
Dragonfly,Do dragonflies spend most of their lives in their adult form?,NULL
Dragonfly,Do dragonflies spend most of their lives in their adult form?,NULL
Dragonfly,What are dragonfly larvae known as?,NULL
Dragonfly,What are dragonfly larvae known as?,NULL
Dragonfly,On what continent have dragonflies often been seen as sinister?,NULL
Dragonfly,On what continent have dragonflies often been seen as sinister?,NULL
Dragonfly,In how many directions can the adult dragonfly propel itself?,NULL
Dragonfly,In how many directions can the adult dragonfly propel itself?,NULL
Dragonfly,What is the hobby of seeking out dragonflies and damselflies called?,NULL
Dragonfly,What is the hobby of seeking out dragonflies and damselflies called?,NULL
Dragonfly,In what country are dragonflies used as a food source?,NULL
Dragonfly,In what country are dragonflies used as a food source?,NULL
Dragonfly,Which culture has a legend that claims that trolls sent dragonflies to poke out their enemies' eyes?,NULL
Dragonfly,Which culture has a legend that claims that trolls sent dragonflies to poke out their enemies' eyes?,NULL
Dragonfly,Is the dragonfly associated with late summer as well as early autumn?,Yes
Dragonfly,Does Exposure to air cause the larva to begin breathing?,Yes (capitalization).
Dragonfly,"Is it characterized by large multifaceted eyes, two pairs of strong transparent wings, and an elongated body?",Yes.
Drum,Is the drum a member of the percussion group?,yes
Drum,Is the drum a member of the percussion group?,yes
Drum,Does each type of drum head serve its own musical purpose?,yes
Drum,Does each type of drum head serve its own musical purpose?,yes
Drum,Is the Aburukuwa a type of drum?,yes
Drum,Is the Aburukuwa a type of drum?,yes
Drum,How long has the basic design of the drum remained unchanged?,remained virtually unchanged for thousands of years
Drum,How long has the basic design of the drum remained unchanged?,thousands of years
Drum,What is the second biggest factor affecting the sound produced by a drum?,tension
Drum,What is the second biggest factor affecting the sound produced by a drum?,the tension at which the drum head is held against the shell of the drum.
Drum,By what name are drums classified as under the percussion group?,membranophone
Drum,By what name are drums classified as under the percussion group?,membranous
Drum,How do rock and roll drummers like their drumheads?,rock and roll drummer may prefer drums that sound loud and deep
Drum,How do rock and roll drummers like their drumheads?,drums that sound loud and deep
Drum,Whare is the name for drums that have a set of wires held across some of all of the drum heads?,snares
Drum,Had the drums been used in Sri Lanka since Before Christ?,yes
Drum,Had the drums been used in Sri Lanka since Before Christ?,yes
Drum,Is the drum a member of the percussion group?,yes
Drum,Is the drum a member of the percussion group?,yes
Drum,Are drums often used in music therapy?,yes
Drum,Are drums often used in music therapy?,yes
Drum,Do drums consist of at least eight membranes?,no
Drum,Do drums consist of at least eight membranes?,no
Drum,What has the most effect on how a drum sounds?,the drumhead
Drum,What has the most effect on how a drum sounds?,the drumhead
Drum,Who constructed a kit using diatonic and chromatically tuned drums?,Terry Bozzio
Drum,Who constructed a kit using diatonic and chromatically tuned drums?,Terry Bozzio
Drum,Drums are usually played by what?,"the hands, or by one or two sticks"
Drum,Drums are usually played by what?,the hands
Drum,Has the design of drums changed recently?,no
Drum,Has the design of drums changed recently?,no
Drum,Can some cylindrical shell drums have no drum heads?,no
Drum,Can some cylindrical shell drums have no drum heads?,no
Drum,Does every drumhead make the same sound?,no
Drum,Does every drumhead make the same sound?,no
Drum,Aren't drums often used in music therapy?,"Yes, drums are often used in music therapy."
Drum,Aren't drums usually played by the hands?,Yes.
Drum,Are drums usually played by the hands?,Yes
Drum,Do many such drums have six to ten tension rods?,Yes.
Drum,"Do drums consist of at least one membrane, called a drumhead or drum skin, that is stretched over a shell and struck, either directly with parts of a player's body, or with some sort of implement such as a drumstick, to produce sound?",yes
Drum,"Have other techniques been used to cause drums to make sound, such as the ``Thumb roll''?",Yes
duck,Are ducks in the Arctic Northern Hemisphere migratory?,Some are
duck,Are ducks in the Arctic Northern Hemisphere migratory?,yes
duck,Is a drake a male?,Yes
duck,Is a drake a male?,yes
duck,"Do all ducks ""quack""?",No
duck,"Do all ducks ""quack""?",no
duck,What is the name of a specialized species of duck adapted to catch large fish?,the smew
duck,What animal attracts the most humor and silliness?,The duck
duck,What animal attracts the most humor and silliness?,the duck
duck,What is an economic use of a duck?,Meat
duck,What is an economic use of a duck?,being farmed for their meat
duck,Who is Daffy Duck?,A silly cartoon character
duck,Who is Daffy Duck?,a silly cartoon character
duck,What makes it more difficult for a diving duck to fly?,They are heavier
duck,What makes it more difficult for a diving duck to fly?,they are heavier
duck,What are the reasons for hunting wild ducks?,"Meat, eggs, and feathers"
duck,Do ducks forage underwater?,yes
duck,Do ducks forage underwater?,Diving ducks and sea ducks forage underwater
duck,"Do all ducks ""quack""?",no
duck,"Do all ducks ""quack""?",No
duck,Is foie gras often made from ducks?,yes
duck,Is foie gras often made from ducks?,Yes
duck,What economic uses to ducks have?,"They are farmed for their meat, eggs and feathers. They are also kept and bred by aviculturists and often displayed in zoos."
duck,What economic uses to ducks have?,"They can be farmed for meat, eggs, and feathers"
duck,What kind of ducks feed on land?,Dabbling ducks
duck,What kind of ducks feed on land?,Dabbling ducks feed on land
duck,What unrelated water birds are ducks sometimes confused with?,"loons or divers, grebes, gallinules, and coots"
duck,What unrelated water birds are ducks sometimes confused with?,"loons or divers, grebes, gallinules, and coots"
duck,What does the word duck mean?,It is the common name for a number of species in the Anatidae family of birds.
duck,What does the word duck mean?,to bend down low as if to get under something
duck,What are some common predators of ducks?,"Pike, crocodilians, herons, hawks and eagles."
duck,What are some common predators of ducks?,"pike, crocodilians, and other aquatic hunters"
duck,How does a Mallard's tongue work?,"It's tongue is a flat plate, and on the tongue's back end is a short liftable flap with about 18 short spikes for pushing struggling prey and other food down its throat"
duck,How does a Mallard's tongue work?,It uses short spikes to push struggling prey and other food down its throat
duck,Are diving ducks heavier tha dabbling ducks?,Yes
duck,Are diving ducks heavier tha dabbling ducks?,Yes
duck,Are adult ducks fast fliers?,Yes
duck,Are adult ducks fast fliers?,Yes
duck,Are ducks an accepted presence in some populated areas?,Yes
duck,Are ducks an accepted presence in some populated areas?,Yes
duck,What types of unrelated water birds with similar forms are ducks sometimes confused with?,"loons or divers, grebes, gallinules, and coots"
duck,What types of unrelated water birds with similar forms are ducks sometimes confused with?,"loons or divers, grebes, gallinules, and coots"
duck,Why are ducklings particularly vulnerable?,Their inability to fly.
duck,Why are ducklings particularly vulnerable?,their inability to fly makes them easy prey
duck,What are some economic uses for duck?,"Meat,eggs,feathers"
duck,What are some economic uses for duck?,"being farmed for their meat, eggs, feathers, (particularly their down)"
duck,What allows a duck to filter water out of the side of their beaks and keep food inside?,Tiny rows of plates called lamellae
duck,What allows a duck to filter water out of the side of their beaks and keep food inside?,tiny rows of plates called lamellae like a whale's baleen
duck,What expression is part of a conceptual framework for testing computer systems?,Quacks like a duck
duck,What expression is part of a conceptual framework for testing computer systems?,Quacks like a duck
